season,round,position,position_text,classification,status,points,grid,laps,fastest_lap_rank,fastest_lap_number,fastest_lap_time,fastest_lap_speed
2014,9,17,17,classified,+3 Laps,0,20,49,16,48,1:40.314,211.412
2014,9,18,R,retired,Gearbox,0,1,28,3,26,1:38.091,216.203
2014,9,19,R,retired,Suspension,0,21,11,20,7,1:44.319,203.295
2014,9,20,R,retired,Collision,0,19,9,19,7,1:42.566,206.770
2014,9,21,R,retired,Collision,0,15,0,,,,
2014,9,22,R,retired,Collision,0,18,0,,,,
2014,10,1,1,classified,Finished,25,1,67,6,67,1:21.298,202.543
2014,10,2,2,classified,Finished,18,2,67,9,45,1:21.494,202.056
2014,10,3,3,classified,Finished,15,20,67,1,53,1:19.908,206.066
2014,10,4,4,classified,Finished,12,6,67,10,39,1:21.545,201.930
2014,10,5,5,classified,Finished,10,7,67,3,57,1:20.548,204.429
2014,10,6,6,classified,Finished,8,5,67,5,53,1:20.846,203.676
2014,10,7,7,classified,Finished,6,9,67,13,44,1:22.098,200.570
2014,10,8,8,classified,Finished,4,11,67,8,64,1:21.346,202.424
2014,10,9,9,classified,+1 Lap,2,4,66,2,56,1:20.224,205.255
2014,10,10,10,classified,+1 Lap,1,10,66,4,54,1:20.752,203.913
2014,10,11,11,classified,+1 Lap,0,12,66,7,55,1:21.338,202.444
2014,10,12,12,classified,+1 Lap,0,18,66,15,41,1:22.305,200.065
2014,10,13,13,classified,+1 Lap,0,13,66,11,58,1:21.876,201.113
2014,10,14,14,classified,+1 Lap,0,16,66,12,61,1:22.008,200.790
2014,10,15,15,classified,+1 Lap,0,17,66,16,57,1:22.522,199.539
2014,10,16,16,classified,+2 Laps,0,19,65,18,50,1:22.866,198.711
2014,10,17,17,classified,+2 Laps,0,21,65,19,50,1:23.035,198.306
2014,10,18,18,classified,+2 Laps,0,22,65,20,49,1:23.230,197.842
2014,10,19,R,retired,Brakes,0,15,47,17,41,1:22.529,199.522
2014,10,20,R,retired,Oil leak,0,8,44,14,34,1:22.179,200.372
2014,10,21,R,retired,Water leak,0,14,26,21,26,1:24.137,195.709
2014,10,22,R,retired,Collision,0,3,0,,,,
2014,11,1,1,classified,Finished,25,4,70,2,58,1:26.608,182.103
2014,11,2,2,classified,Finished,18,5,70,5,40,1:27.419,180.413
2014,11,3,3,classified,Finished,15,22,70,4,36,1:27.380,180.494
2014,11,4,4,classified,Finished,12,1,70,1,64,1:25.724,183.981
2014,11,5,5,classified,Finished,10,6,70,7,51,1:28.229,178.757
2014,11,6,6,classified,Finished,8,16,70,6,47,1:27.983,179.257
2014,11,7,7,classified,Finished,6,2,70,9,52,1:28.746,177.716
2014,11,8,8,classified,Finished,4,3,70,3,63,1:26.850,181.595
2014,11,9,9,classified,Finished,2,8,70,11,31,1:29.120,176.970
2014,11,10,10,classified,Finished,1,7,70,13,50,1:29.156,176.898
2014,11,11,11,classified,Finished,0,11,70,8,41,1:28.704,177.800
2014,11,12,12,classified,Finished,0,21,70,10,41,1:28.883,177.442
2014,11,13,13,classified,Finished,0,20,70,12,45,1:29.128,176.954
2014,11,14,14,classified,+1 Lap,0,10,69,14,51,1:29.401,176.414
2014,11,15,15,classified,+1 Lap,0,15,69,16,49,1:29.883,175.468
2014,11,16,16,classified,+1 Lap,0,18,69,15,47,1:29.499,176.220
2014,11,17,R,retired,Retired,0,13,33,18,29,1:30.485,174.300
2014,11,18,R,retired,Retired,0,17,26,19,21,1:32.888,169.791
2014,11,19,R,retired,Accident,0,12,23,17,21,1:30.280,174.696
2014,11,20,R,retired,Accident,0,9,16,20,14,1:41.151,155.921
2014,11,21,R,retired,Accident,0,14,11,21,7,1:46.312,148.352
2014,11,22,R,retired,Accident,0,19,8,22,6,1:48.459,145.415
2014,12,1,1,classified,Finished,25,5,44,6,44,1:52.974,223.187
2014,12,2,2,classified,Finished,18,1,44,1,36,1:50.511,228.161
2014,12,3,3,classified,Finished,15,6,44,4,40,1:52.716,223.698
2014,12,4,4,classified,Finished,12,8,44,13,39,1:54.090,221.004
2014,12,5,5,classified,Finished,10,3,44,5,36,1:52.953,223.229
2014,12,6,6,classified,Finished,8,10,44,8,38,1:53.483,222.186
2014,12,7,7,classified,Finished,6,4,44,11,29,1:53.879,221.413
2014,12,8,8,classified,Finished,4,13,44,16,28,1:54.532,220.151
2014,12,9,9,classified,Finished,2,11,44,14,26,1:54.159,220.870
2014,12,10,10,classified,Finished,1,18,44,9,40,1:53.612,221.934
2014,12,11,11,classified,Finished,0,12,44,7,31,1:53.276,222.592
2014,12,12,12,classified,Finished,0,7,44,15,28,1:54.203,220.785
2014,12,13,13,classified,Finished,0,9,44,3,37,1:52.512,224.104
2014,12,14,14,classified,Finished,0,14,44,2,36,1:52.413,224.301
2014,12,15,15,classified,Finished,0,20,44,12,32,1:54.000,221.178
2014,12,16,16,classified,+1 Lap,0,19,43,17,31,1:55.247,218.785
2014,12,17,17,classified,+1 Lap,0,22,43,19,26,1:55.900,217.553
2014,12,18,18,classified,Gearbox,0,16,39,20,32,1:56.347,216.717
2014,12,19,R,retired,Retired,0,2,38,10,33,1:53.707,221.748
2014,12,20,R,retired,Retired,0,15,33,18,21,1:55.649,218.025
2014,12,21,R,retired,Mechanical,0,17,1,,,,
2014,12,22,R,retired,Power Unit,0,21,1,,,,
2014,13,1,1,classified,Finished,25,1,53,1,29,1:28.004,236.975
2014,13,2,2,classified,Finished,18,2,53,2,51,1:28.206,236.432
2014,13,3,3,classified,Finished,15,4,53,3,46,1:28.342,236.068
2014,13,4,4,classified,Finished,12,3,53,5,50,1:28.559,235.490
2014,13,5,5,classified,Finished,10,9,53,6,53,1:28.588,235.413
2014,13,6,6,classified,Finished,8,8,53,10,34,1:29.141,233.952
2014,13,7,7,classified,Finished,6,10,53,8,35,1:29.107,234.042
2014,13,8,8,classified,Finished,4,6,53,11,35,1:29.245,233.680
2014,13,9,9,classified,Finished,2,11,53,7,43,1:28.942,234.476
2014,13,10,10,classified,Finished,1,5,53,12,34,1:29.283,233.580
2014,13,11,11,classified,Finished,0,21,53,4,51,1:28.486,235.684
2014,13,12,12,classified,Finished,0,13,53,13,35,1:29.366,233.363
2014,13,13,13,classified,Finished,0,12,53,9,39,1:29.121,234.005
2014,13,14,14,classified,+1 Lap,0,16,52,17,32,1:29.856,232.091
2014,13,15,15,classified,+1 Lap,0,14,52,14,46,1:29.375,233.340
2014,13,16,16,classified,+1 Lap,0,17,52,18,38,1:30.083,231.506
2014,13,17,17,classified,+1 Lap,0,18,52,21,35,1:30.758,229.784
2014,13,18,18,classified,+1 Lap,0,19,52,20,51,1:30.521,230.386
2014,13,19,19,classified,+2 Laps,0,15,51,15,40,1:29.449,233.147
2014,13,20,20,classified,+2 Laps,0,22,51,19,47,1:30.280,231.001
2014,13,21,R,retired,Engine,0,7,28,16,23,1:29.680,232.546
2014,13,22,R,retired,Accident,0,20,5,22,5,1:32.569,225.289
2014,14,1,1,classified,Finished,25,1,60,1,39,1:50.417,165.137
2014,14,2,2,classified,Finished,18,4,60,8,27,1:52.519,162.052
2014,14,3,3,classified,Finished,15,3,60,9,30,1:52.569,161.980
2014,14,4,4,classified,Finished,12,5,60,6,27,1:52.115,162.636
2014,14,5,5,classified,Finished,10,6,60,13,27,1:53.283,160.959
2014,14,6,6,classified,Finished,8,12,60,4,48,1:51.937,162.895
2014,14,7,7,classified,Finished,6,15,60,5,46,1:52.007,162.793
2014,14,8,8,classified,Finished,4,7,60,11,28,1:52.872,161.545
2014,14,9,9,classified,Finished,2,13,60,10,27,1:52.762,161.703
2014,14,10,10,classified,Finished,1,9,60,2,48,1:51.639,163.330
2014,14,11,11,classified,Finished,0,8,60,7,25,1:52.515,162.058
2014,14,12,12,classified,Finished,0,18,60,12,26,1:53.213,161.059
2014,14,13,13,classified,Finished,0,16,60,15,25,1:53.543,160.591
2014,14,14,14,classified,Finished,0,10,60,3,45,1:51.761,163.151
2014,14,15,15,classified,Finished,0,22,60,19,14,1:55.416,157.985
2014,14,16,16,classified,Finished,0,19,60,14,47,1:53.538,160.598
2014,14,17,17,classified,+1 Lap,0,21,59,17,43,1:53.807,160.218
2014,14,18,R,retired,Retired,0,11,52,16,16,1:53.707,160.359
2014,14,19,R,retired,Water pressure,0,17,40,18,10,1:53.948,160.020
2014,14,20,R,retired,Electrical,0,14,17,20,6,1:55.684,157.619
2014,14,21,R,retired,Electrical,0,2,13,21,5,1:56.769,156.154
2014,14,22,W,withdrawn,Power Unit,0,20,0,,,,
2014,15,1,1,classified,Finished,25,2,44,1,39,1:51.600,187.322
2014,15,2,2,classified,Finished,18,1,44,6,15,1:52.551,185.739
2014,15,3,3,classified,Finished,15,9,44,3,32,1:51.915,186.795
2014,15,4,4,classified,Finished,12,6,44,4,38,1:52.231,186.269
2014,15,5,5,classified,Finished,10,8,44,2,33,1:51.721,187.119
2014,15,6,6,classified,Finished,8,3,44,13,41,1:54.103,183.213
2014,15,7,7,classified,Finished,6,4,44,8,39,1:53.450,184.267
2014,15,8,8,classified,Finished,4,13,44,7,28,1:52.814,185.306
2014,15,9,9,classified,Finished,2,20,44,11,35,1:53.562,184.086
2014,15,10,10,classified,+1 Lap,1,11,43,10,27,1:53.556,184.095
2014,15,11,11,classified,+1 Lap,0,12,43,12,25,1:54.021,183.345
2014,15,12,12,classified,+1 Lap,0,10,43,5,36,1:52.426,185.946
2014,15,13,13,classified,+1 Lap,0,15,43,17,40,1:55.372,181.198
2014,15,14,14,classified,+1 Lap,0,7,43,9,38,1:53.510,184.170
2014,15,15,15,classified,+1 Lap,0,16,43,16,28,1:55.302,181.308
2014,15,16,16,classified,+1 Lap,0,22,43,15,26,1:54.702,182.256
2014,15,17,17,classified,+1 Lap,0,17,43,14,27,1:54.669,182.309
2014,15,18,18,classified,+1 Lap,0,21,43,21,25,1:56.472,179.486
2014,15,19,19,classified,+1 Lap,0,19,43,18,29,1:55.641,180.776
2014,15,20,20,classified,Accident,0,18,41,20,27,1:55.985,180.240
2014,15,21,21,classified,Accident,0,14,40,19,25,1:55.753,180.601
2014,15,22,R,retired,Electronics,0,5,2,,,,
2014,16,1,1,classified,Finished,25,1,53,3,48,1:41.606,207.200
2014,16,2,2,classified,Finished,18,2,53,2,52,1:41.360,207.703
2014,16,3,3,classified,Finished,15,3,53,1,53,1:40.896,208.658
2014,16,4,4,classified,Finished,12,4,53,4,47,1:41.964,206.472
2014,16,5,5,classified,Finished,10,11,53,14,44,1:43.076,204.245
2014,16,6,6,classified,Finished,8,7,53,6,53,1:42.179,206.038
2014,16,7,7,classified,Finished,6,6,53,13,50,1:43.050,204.296
2014,16,8,8,classified,Finished,4,10,53,8,53,1:42.630,205.133
2014,16,9,9,classified,Finished,2,8,53,11,45,1:42.919,204.556
2014,16,10,10,classified,Finished,1,12,53,12,47,1:42.924,204.547
2014,16,11,11,classified,Finished,0,18,53,10,47,1:42.879,204.636
2014,16,12,12,classified,Finished,0,17,53,9,50,1:42.685,205.023
2014,16,13,13,classified,Finished,0,9,53,7,53,1:42.550,205.293
2014,16,14,14,classified,+1 Lap,0,5,52,5,52,1:42.022,206.355
2014,16,15,15,classified,+1 Lap,0,13,52,18,45,1:44.075,202.284
2014,16,16,16,classified,+1 Lap,0,14,52,15,42,1:43.822,202.777
2014,16,17,17,classified,+1 Lap,0,15,52,19,49,1:44.461,201.537
2014,16,18,18,classified,+1 Lap,0,21,52,17,50,1:44.030,202.372
2014,16,19,19,classified,+2 Laps,0,16,51,16,48,1:43.979,202.471
2014,16,20,R,retired,Brakes,0,19,21,20,17,1:47.407,196.009
2014,16,21,R,retired,Suspension,0,20,9,21,8,1:48.268,194.450
2014,17,1,1,classified,Finished,25,2,56,4,49,1:41.929,194.712
2014,17,2,2,classified,Finished,18,1,56,5,48,1:41.932,194.706
2014,17,3,3,classified,Finished,15,5,56,7,33,1:42.831,193.004
2014,17,4,4,classified,Finished,12,4,56,9,50,1:42.971,192.741
2014,17,5,5,classified,Finished,10,3,56,6,55,1:42.505,193.617
2014,17,6,6,classified,Finished,8,6,56,2,47,1:41.474,195.585
2014,17,7,7,classified,Finished,6,18,56,1,50,1:41.379,195.768
2014,17,8,8,classified,Finished,4,7,56,14,29,1:44.287,190.309
2014,17,9,9,classified,Finished,2,10,56,11,38,1:43.808,191.187
2014,17,10,10,classified,Finished,1,14,56,12,17,1:44.180,190.504
2014,17,11,11,classified,+1 Lap,0,16,55,15,51,1:44.440,190.030
2014,17,12,12,classified,+1 Lap,0,12,55,13,33,1:44.255,190.367
2014,17,13,13,classified,+1 Lap,0,8,55,8,54,1:42.888,192.897
2014,17,14,14,classified,+1 Lap,0,15,55,10,47,1:43.006,192.676
2014,17,15,15,classified,+1 Lap,0,17,55,3,53,1:41.689,195.171
2014,17,16,R,retired,Engine,0,13,16,16,15,1:46.226,186.835
2014,17,17,R,retired,Collision damage,0,11,1,,,,
2014,17,18,R,retired,Collision,0,9,0,,,,
2014,18,1,1,classified,Finished,25,1,71,2,62,1:13.619,210.711
2014,18,2,2,classified,Finished,18,2,71,1,62,1:13.555,210.895
2014,18,3,3,classified,Finished,15,3,71,7,59,1:14.101,209.341
2014,18,4,4,classified,Finished,12,5,71,4,68,1:13.999,209.629
2014,18,5,5,classified,Finished,10,6,71,5,68,1:14.018,209.576
2014,18,6,6,classified,Finished,8,8,71,10,55,1:14.313,208.744
2014,18,7,7,classified,Finished,6,10,71,17,37,1:14.963,206.934
2014,18,8,8,classified,Finished,4,12,71,3,70,1:13.728,210.400
2014,18,9,9,classified,Finished,2,7,71,11,62,1:14.544,208.097
2014,18,10,10,classified,+1 Lap,1,4,70,9,64,1:14.229,208.980
2014,18,11,11,classified,+1 Lap,0,17,70,8,62,1:14.144,209.219
2014,18,12,12,classified,+1 Lap,0,16,70,14,47,1:14.810,207.357
2014,18,13,13,classified,+1 Lap,0,15,70,13,65,1:14.774,207.457
2014,18,14,14,classified,+1 Lap,0,11,70,16,64,1:14.875,207.177
2014,18,15,15,classified,+1 Lap,0,18,70,12,70,1:14.550,208.080
2014,18,16,16,classified,+1 Lap,0,13,70,15,42,1:14.834,207.290
2014,18,17,17,classified,+8 Laps,0,14,63,6,63,1:14.070,209.428
2014,18,18,R,retired,Suspension,0,9,39,18,30,1:15.387,205.770
2014,19,1,1,classified,Finished,50,2,55,4,49,1:45.599,189.342
2014,19,2,2,classified,Finished,36,4,55,2,47,1:44.826,190.738
2014,19,3,3,classified,Finished,30,3,55,6,54,1:45.727,189.113
2014,19,4,4,classified,Finished,24,20,55,1,50,1:44.496,191.341
2014,19,5,5,classified,Finished,20,6,55,9,47,1:46.739,187.320
2014,19,6,6,classified,Finished,16,12,55,7,47,1:45.777,189.024
2014,19,7,7,classified,Finished,12,11,55,8,49,1:45.808,188.968
2014,19,8,8,classified,Finished,8,19,55,3,51,1:45.552,189.427
2014,19,9,9,classified,Finished,4,8,55,12,45,1:47.424,186.126
2014,19,10,10,classified,Finished,2,7,55,16,46,1:47.736,185.586
2014,19,11,11,classified,Finished,0,9,55,10,37,1:46.824,187.171
2014,19,12,12,classified,Finished,0,10,55,5,50,1:45.686,189.186
2014,19,13,13,classified,+1 Lap,0,18,54,17,35,1:47.897,185.310
2014,19,14,14,classified,+1 Lap,0,1,54,11,17,1:46.869,187.092
2014,19,15,15,classified,+1 Lap,0,14,54,15,43,1:47.698,185.652
2014,19,16,16,classified,+1 Lap,0,13,54,14,44,1:47.508,185.980
2014,19,17,17,classified,+1 Lap,0,17,54,18,47,1:48.398,184.453
2014,19,18,R,retired,Retired,0,16,42,13,38,1:47.431,186.113
2014,19,19,R,retired,Power Unit,0,15,26,20,9,1:48.933,183.547
2014,19,20,R,retired,Power Unit,0,5,14,19,10,1:48.748,183.859
2015,1,1,1,classified,Finished,25,1,58,1,50,1:30.945,209.915
2015,1,2,2,classified,Finished,18,2,58,2,47,1:31.092,209.577
2015,1,3,3,classified,Finished,15,4,58,4,52,1:31.457,208.740
2015,1,4,4,classified,Finished,12,3,58,6,50,1:31.719,208.144
2015,1,5,5,classified,Finished,10,10,58,9,46,1:32.612,206.137
2015,1,6,6,classified,+1 Lap,8,6,57,10,46,1:32.797,205.726
2015,1,7,7,classified,+1 Lap,6,13,57,8,48,1:31.970,207.576
2015,1,8,8,classified,+1 Lap,4,15,57,5,51,1:31.560,208.505
2015,1,9,9,classified,+1 Lap,2,7,57,11,49,1:32.872,205.560
2015,1,10,10,classified,+1 Lap,1,14,57,7,46,1:31.959,207.601
2015,1,11,11,classified,+2 Laps,0,16,56,12,56,1:33.338,204.534
2015,1,12,R,retired,Wheel,0,5,40,3,36,1:31.426,208.811
2015,1,13,R,retired,Engine,0,11,32,13,30,1:34.295,202.458
2015,1,14,R,retired,Power loss,0,8,0,,,,
2015,1,15,R,retired,Accident,0,9,0,,,,
2015,1,16,W,withdrawn,Withdrew,0,12,0,,,,
2015,1,17,W,withdrawn,Withdrew,0,17,0,,,,
2015,1,18,W,withdrawn,Withdrew,0,0,0,,,,
2015,2,1,1,classified,Finished,25,2,56,3,46,1:43.648,193.501
2015,2,2,2,classified,Finished,18,1,56,2,45,1:43.125,193.501
2015,2,3,3,classified,Finished,15,3,56,1,43,1:42.062,195.516
2015,2,4,4,classified,Finished,12,11,56,7,40,1:44.124,191.644
2015,2,5,5,classified,Finished,10,8,56,6,42,1:44.088,191.710
2015,2,6,6,classified,Finished,8,7,56,5,40,1:43.990,191.891
2015,2,7,7,classified,Finished,6,6,56,9,42,1:44.579,190.810
2015,2,8,8,classified,+1 Lap,4,15,55,15,37,1:45.507,189.132
2015,2,9,9,classified,+1 Lap,2,5,55,8,41,1:44.514,190.929
2015,2,10,10,classified,+1 Lap,1,4,55,13,42,1:45.312,189.482
2015,2,11,11,classified,+1 Lap,0,10,55,10,36,1:44.812,190.386
2015,2,12,12,classified,+1 Lap,0,16,55,4,45,1:43.902,192.054
2015,2,13,13,classified,+1 Lap,0,14,55,14,37,1:45.345,189.423
2015,2,14,14,classified,+1 Lap,0,13,55,11,46,1:44.822,190.368
2015,2,15,15,classified,+3 Laps,0,19,53,19,44,1:49.040,183.004
2015,2,16,R,retired,Retired,0,12,47,12,38,1:45.070,189.919
2015,2,17,R,retired,Turbo,0,17,41,16,38,1:46.056,188.153
2015,2,18,R,retired,ERS,0,18,21,17,17,1:48.460,183.983
2015,2,19,R,retired,Spun off,0,9,3,18,3,1:48.760,183.475
2015,2,20,W,withdrawn,Fuel system,0,0,0,,,,
2015,3,1,1,classified,Finished,25,1,56,1,31,1:42.208,191.996
2015,3,2,2,classified,Finished,18,2,56,2,39,1:42.565,191.328
2015,3,3,3,classified,Finished,15,3,56,5,15,1:43.018,190.487
2015,3,4,4,classified,Finished,12,6,56,6,48,1:43.026,190.472
2015,3,5,5,classified,Finished,10,4,56,4,37,1:42.734,191.013
2015,3,6,6,classified,Finished,8,5,56,7,37,1:43.051,190.426
2015,3,7,7,classified,Finished,6,8,56,8,34,1:43.134,190.272
2015,3,8,8,classified,Finished,4,9,56,12,46,1:43.692,189.248
2015,3,9,9,classified,Finished,2,7,56,9,46,1:43.245,190.068
2015,3,10,10,classified,+1 Lap,1,10,55,15,32,1:44.204,188.319
2015,3,11,11,classified,+1 Lap,0,15,55,10,44,1:43.512,189.578
2015,3,12,12,classified,+1 Lap,0,18,55,13,40,1:43.728,189.183
2015,3,13,13,classified,+1 Lap,0,14,55,3,41,1:42.652,191.166
2015,3,14,14,classified,+1 Lap,0,17,55,16,21,1:44.991,186.907
2015,3,15,15,classified,+2 Laps,0,19,54,17,40,1:45.414,186.157
2015,3,16,16,classified,+2 Laps,0,20,54,19,43,1:45.963,185.192
2015,3,17,17,classified,Transmission,0,13,52,14,46,1:43.880,188.906
2015,3,18,R,retired,Brakes,0,11,49,11,37,1:43.686,189.259
2015,3,19,R,retired,Power Unit,0,12,15,20,13,1:46.291,184.621
2015,3,20,R,retired,Gearbox,0,16,9,18,6,1:45.844,185.401
2015,4,1,1,classified,Finished,25,1,57,5,38,1:37.857,199.098
2015,4,2,2,classified,Finished,18,4,57,1,42,1:36.311,202.294
2015,4,3,3,classified,Finished,15,3,57,3,36,1:37.326,200.184
2015,4,4,4,classified,Finished,12,5,57,6,16,1:38.095,198.615
2015,4,5,5,classified,Finished,10,2,57,2,38,1:36.624,201.639
2015,4,6,6,classified,Finished,8,7,57,12,53,1:38.948,196.903
2015,4,7,7,classified,Finished,6,10,57,15,34,1:39.161,196.480
2015,4,8,8,classified,+1 Lap,4,11,56,8,39,1:38.338,198.124
2015,4,9,9,classified,+1 Lap,2,17,56,11,36,1:38.725,197.348
2015,4,10,10,classified,+1 Lap,1,6,56,14,12,1:39.094,196.613
2015,4,11,11,classified,+1 Lap,0,14,56,13,38,1:38.992,196.815
2015,4,12,12,classified,+1 Lap,0,12,56,7,43,1:38.216,198.370
2015,4,13,13,classified,+1 Lap,0,8,56,10,40,1:38.653,197.492
2015,4,14,14,classified,+1 Lap,0,13,56,9,27,1:38.422,197.955
2015,4,15,15,classified,+1 Lap,0,16,56,4,43,1:37.665,199.490
2015,4,16,16,classified,+2 Laps,0,18,55,18,36,1:41.759,191.464
2015,4,17,17,classified,+3 Laps,0,19,54,19,36,1:42.033,190.949
2015,4,18,R,retired,Electrical,0,15,34,16,32,1:39.607,195.600
2015,4,19,R,retired,Engine,0,9,29,17,13,1:40.651,193.571
2015,4,20,W,withdrawn,ERS,0,20,0,,,,
2015,5,1,1,classified,Finished,25,1,66,2,53,1:29.109,188.061
2015,5,2,2,classified,Finished,18,2,66,1,54,1:28.270,189.849
2015,5,3,3,classified,Finished,15,3,66,6,61,1:30.737,184.687
2015,5,4,4,classified,Finished,12,4,66,5,44,1:30.711,184.740
2015,5,5,5,classified,Finished,10,7,66,3,47,1:29.931,186.342
2015,5,6,6,classified,Finished,8,9,66,4,51,1:30.374,185.429
2015,5,7,7,classified,+1 Lap,6,10,65,8,56,1:31.124,183.903
2015,5,8,8,classified,+1 Lap,4,11,65,15,46,1:31.945,182.261
2015,5,9,9,classified,+1 Lap,2,5,65,9,62,1:31.156,183.838
2015,5,10,10,classified,+1 Lap,1,8,65,11,40,1:31.887,182.376
2015,5,11,11,classified,+1 Lap,0,6,65,12,46,1:31.896,182.358
2015,5,12,12,classified,+1 Lap,0,15,65,13,41,1:31.928,182.294
2015,5,13,13,classified,+1 Lap,0,18,65,14,38,1:31.932,182.286
2015,5,14,14,classified,+1 Lap,0,16,65,16,52,1:32.222,181.713
2015,5,15,15,classified,+1 Lap,0,17,65,7,51,1:30.888,184.380
2015,5,16,16,classified,+1 Lap,0,14,65,10,46,1:31.162,183.826
2015,5,17,17,classified,+3 Laps,0,19,63,19,49,1:33.655,178.933
2015,5,18,18,classified,+4 Laps,0,20,62,20,51,1:34.211,177.877
2015,5,19,R,retired,Accident,0,12,45,17,17,1:32.912,180.364
2015,5,20,R,retired,Brakes,0,13,26,18,23,1:33.387,179.446
2015,6,1,1,classified,Finished,25,2,78,2,76,1:18.599,152.841
2015,6,2,2,classified,Finished,18,3,78,4,75,1:18.854,152.347
2015,6,3,3,classified,Finished,15,1,78,3,42,1:18.676,152.692
2015,6,4,4,classified,Finished,12,5,78,7,75,1:19.130,151.815
2015,6,5,5,classified,Finished,10,4,78,1,74,1:18.063,153.891
2015,6,6,6,classified,Finished,8,6,78,10,74,1:19.651,150.822
2015,6,7,7,classified,Finished,6,7,78,11,74,1:19.657,150.811
2015,6,8,8,classified,Finished,4,10,78,9,76,1:19.490,151.128
2015,6,9,9,classified,Finished,2,14,78,15,76,1:20.017,150.133
2015,6,10,10,classified,Finished,1,0,78,13,48,1:19.816,150.511
2015,6,11,11,classified,Finished,0,11,78,14,46,1:19.921,150.313
2015,6,12,12,classified,Finished,0,15,78,17,40,1:20.483,149.263
2015,6,13,13,classified,Finished,0,17,78,8,75,1:19.285,151.519
2015,6,14,14,classified,Finished,0,16,78,6,74,1:18.944,152.173
2015,6,15,15,classified,+1 Lap,0,12,77,12,72,1:19.764,150.609
2015,6,16,16,classified,+2 Laps,0,19,76,18,47,1:21.715,147.013
2015,6,17,17,classified,+2 Laps,0,18,76,20,58,1:22.693,145.274
2015,6,18,R,retired,Accident,0,9,62,5,49,1:18.873,152.310
2015,6,19,R,retired,Gearbox,0,13,41,16,36,1:20.459,149.308
2015,6,20,R,retired,Brakes,0,8,5,19,3,1:22.271,146.019
2015,7,1,1,classified,Finished,25,1,70,3,64,1:17.472,202.648
2015,7,2,2,classified,Finished,18,2,70,5,63,1:17.637,202.218
2015,7,3,3,classified,Finished,15,4,70,6,67,1:17.922,201.478
2015,7,4,4,classified,Finished,12,3,70,1,42,1:16.987,203.925
2015,7,5,5,classified,Finished,10,18,70,2,59,1:17.105,203.613
2015,7,6,6,classified,Finished,8,15,70,4,64,1:17.553,202.437
2015,7,7,7,classified,Finished,6,6,70,10,51,1:18.385,200.288
2015,7,8,8,classified,+1 Lap,4,7,69,9,66,1:18.238,200.664
2015,7,9,9,classified,+1 Lap,2,8,69,8,69,1:18.048,201.153
2015,7,10,10,classified,+1 Lap,1,5,69,7,51,1:17.969,201.356
2015,7,11,11,classified,+1 Lap,0,10,69,14,49,1:18.889,199.008
2015,7,12,12,classified,+1 Lap,0,11,69,12,61,1:18.811,199.205
2015,7,13,13,classified,+1 Lap,0,9,69,16,67,1:19.060,198.578
2015,7,14,14,classified,+1 Lap,0,12,69,15,58,1:18.890,199.006
2015,7,15,15,classified,+1 Lap,0,19,69,11,50,1:18.616,199.699
2015,7,16,16,classified,+2 Laps,0,14,68,17,47,1:19.088,198.507
2015,7,17,17,classified,+4 Laps,0,17,66,19,38,1:20.707,194.525
2015,7,18,R,retired,Retired,0,16,57,20,37,1:20.804,194.292
2015,7,19,R,retired,Retired,0,20,54,13,49,1:18.856,199.092
2015,7,20,R,retired,Engine,0,13,44,18,41,1:19.580,197.280
2015,8,1,1,classified,Finished,25,2,71,1,35,1:11.235,218.622
2015,8,2,2,classified,Finished,18,1,71,2,60,1:11.475,217.888
2015,8,3,3,classified,Finished,15,4,71,4,58,1:11.613,217.468
2015,8,4,4,classified,Finished,12,3,71,3,44,1:11.499,217.815
2015,8,5,5,classified,Finished,10,6,71,7,52,1:12.248,215.557
2015,8,6,6,classified,Finished,8,5,71,12,62,1:12.541,214.686
2015,8,7,7,classified,+1 Lap,6,10,70,6,58,1:11.785,216.947
2015,8,8,8,classified,+1 Lap,4,7,70,9,64,1:12.349,215.256
2015,8,9,9,classified,+1 Lap,2,13,70,10,58,1:12.377,215.173
2015,8,10,10,classified,+1 Lap,1,18,70,5,69,1:11.689,217.238
2015,8,11,11,classified,+1 Lap,0,8,70,14,57,1:13.050,213.190
2015,8,12,12,classified,+1 Lap,0,15,70,8,54,1:12.316,215.354
2015,8,13,13,classified,+2 Laps,0,11,69,11,56,1:12.516,214.760
2015,8,14,14,classified,+3 Laps,0,16,68,16,58,1:14.939,207.817
2015,8,15,R,retired,Gearbox,0,9,35,13,34,1:12.881,213.685
2015,8,16,R,retired,Power loss,0,12,35,15,28,1:13.234,212.655
2015,8,17,R,retired,Retired,0,20,8,17,5,1:52.208,138.792
2015,8,18,R,retired,Oil leak,0,17,1,,,,
2015,8,19,R,retired,Collision,0,14,0,,,,
2015,8,20,R,retired,Collision,0,19,0,,,,
2015,9,1,1,classified,Finished,25,1,52,1,29,1:37.093,218.425
2015,9,2,2,classified,Finished,18,2,52,2,24,1:37.403,217.730
2015,9,3,3,classified,Finished,15,6,52,6,31,1:37.707,217.053
2015,9,4,4,classified,Finished,12,3,52,3,26,1:37.466,217.589
2015,9,5,5,classified,Finished,10,4,52,5,32,1:37.513,217.484
2015,9,6,6,classified,Finished,8,7,52,7,28,1:37.910,216.603
2015,9,7,7,classified,Finished,6,9,52,9,32,1:38.296,215.752
