season,round,position,position_text,classification,status,points,grid,laps,fastest_lap_rank,fastest_lap_number,fastest_lap_time,fastest_lap_speed
2015,9,8,8,classified,+1 Lap,4,5,51,4,31,1:37.493,217.529
2015,9,9,9,classified,+1 Lap,2,11,51,10,25,1:38.466,215.379
2015,9,10,10,classified,+1 Lap,1,17,51,12,30,1:38.883,214.471
2015,9,11,11,classified,+1 Lap,0,15,51,8,31,1:38.131,216.115
2015,9,12,12,classified,+3 Laps,0,20,49,15,26,1:42.324,207.259
2015,9,13,13,classified,+3 Laps,0,19,49,14,28,1:41.919,208.082
2015,9,14,R,retired,Electrical,0,8,31,11,26,1:38.697,214.875
2015,9,15,R,retired,Electrical,0,10,21,13,14,1:39.940,212.203
2015,9,16,R,retired,Spun off,0,13,3,16,3,2:20.776,150.647
2015,9,17,R,retired,Collision,0,12,0,,,,
2015,9,18,R,retired,Collision,0,14,0,,,,
2015,9,19,R,retired,Collision,0,18,0,,,,
2015,9,20,W,withdrawn,Gearbox,0,16,0,,,,
2015,10,1,1,classified,Finished,25,3,69,5,63,1:26.772,181.759
2015,10,2,2,classified,Finished,18,7,69,4,57,1:26.519,182.290
2015,10,3,3,classified,Finished,15,4,69,1,68,1:24.821,185.939
2015,10,4,4,classified,Finished,12,9,69,11,62,1:27.650,179.938
2015,10,5,5,classified,Finished,10,15,69,10,67,1:27.311,180.637
2015,10,6,6,classified,Finished,8,1,69,3,68,1:25.727,183.974
2015,10,7,7,classified,Finished,6,10,69,14,60,1:28.080,179.059
2015,10,8,8,classified,Finished,4,2,69,2,68,1:25.149,185.223
2015,10,9,9,classified,Finished,2,16,69,17,65,1:28.535,178.139
2015,10,10,10,classified,Finished,1,17,69,12,60,1:28.004,179.214
2015,10,11,11,classified,Finished,0,18,69,15,51,1:28.268,178.678
2015,10,12,12,classified,Finished,0,8,69,6,59,1:26.864,181.566
2015,10,13,13,classified,Finished,0,6,69,8,51,1:27.058,181.161
2015,10,14,14,classified,Finished,0,14,69,9,62,1:27.130,181.012
2015,10,15,15,classified,+2 Laps,0,19,67,20,59,1:29.868,175.497
2015,10,16,16,classified,+4 Laps,0,20,65,19,56,1:29.543,176.134
2015,10,17,R,retired,Electrical,0,12,60,18,38,1:28.611,177.986
2015,10,18,R,retired,Power Unit,0,5,55,7,24,1:26.954,181.378
2015,10,19,R,retired,Suspension,0,13,53,16,51,1:28.499,178.212
2015,10,20,R,retired,Front wing,0,11,41,13,38,1:28.074,179.072
2015,11,1,1,classified,Finished,25,1,43,2,34,1:52.504,224.120
2015,11,2,2,classified,Finished,18,2,43,1,34,1:52.416,224.295
2015,11,3,3,classified,Finished,15,9,43,12,37,1:54.779,219.677
2015,11,4,4,classified,Finished,12,12,43,3,29,1:53.032,223.073
2015,11,5,5,classified,Finished,10,4,43,13,29,1:54.796,219.645
2015,11,6,6,classified,Finished,8,6,43,8,23,1:54.093,220.998
2015,11,7,7,classified,Finished,6,16,43,9,30,1:54.517,220.180
2015,11,8,8,classified,Finished,4,18,43,4,36,1:53.276,222.592
2015,11,9,9,classified,Power Unit,2,3,43,10,23,1:54.646,219.932
2015,11,10,10,classified,Finished,1,13,43,7,30,1:54.022,221.136
2015,11,11,11,classified,Finished,0,14,43,6,29,1:53.991,221.196
2015,11,12,12,classified,Tyre,0,8,42,14,29,1:55.316,218.654
2015,11,13,13,classified,+1 Lap,0,20,42,5,34,1:53.692,221.778
2015,11,14,14,classified,+1 Lap,0,19,42,15,38,1:55.533,218.244
2015,11,15,15,classified,+1 Lap,0,17,42,18,32,1:58.174,213.366
2015,11,16,16,classified,+1 Lap,0,15,42,17,33,1:58.150,213.410
2015,11,17,R,retired,Power Unit,0,10,32,11,25,1:54.680,219.867
2015,11,18,R,retired,Power Unit,0,5,19,16,2,1:56.263,216.873
2015,11,19,R,retired,Engine,0,7,2,,,,
2015,11,20,W,withdrawn,Power loss,0,11,0,,,,
2015,12,1,1,classified,Finished,25,1,53,1,48,1:26.672,240.617
2015,12,2,2,classified,Finished,18,3,53,3,52,1:27.376,238.678
2015,12,3,3,classified,Finished,15,5,53,8,31,1:27.874,237.326
2015,12,4,4,classified,Finished,12,6,53,6,49,1:27.525,238.272
2015,12,5,5,classified,Finished,10,2,53,7,43,1:27.584,238.111
2015,12,6,6,classified,Finished,8,7,53,10,46,1:28.140,236.609
2015,12,7,7,classified,+1 Lap,6,9,52,14,36,1:28.913,234.552
2015,12,8,8,classified,+1 Lap,4,19,52,9,50,1:28.065,236.811
2015,12,9,9,classified,+1 Lap,2,12,52,12,22,1:28.516,235.604
2015,12,10,10,classified,+1 Lap,1,18,52,11,39,1:28.231,236.365
2015,12,11,11,classified,+1 Lap,0,17,52,5,38,1:27.510,238.313
2015,12,12,12,classified,+1 Lap,0,20,52,4,35,1:27.390,238.640
2015,12,13,13,classified,+1 Lap,0,17,52,13,51,1:28.653,235.240
2015,12,14,14,classified,+1 Lap,0,15,52,16,33,1:29.766,232.324
2015,12,15,15,classified,+2 Laps,0,13,51,17,51,1:31.098,228.927
2015,12,16,16,classified,+2 Laps,0,14,51,18,29,1:31.311,228.393
2015,12,17,17,classified,+3 Laps,0,4,50,2,43,1:27.067,239.525
2015,12,18,18,classified,+6 Laps,0,16,47,15,42,1:29.285,233.575
2015,12,19,R,retired,Collision damage,0,8,1,,,,
2015,12,20,R,retired,Collision damage,0,10,1,,,,
2015,13,1,1,classified,Finished,25,1,61,2,53,1:50.069,165.659
2015,13,2,2,classified,Finished,18,2,61,1,52,1:50.041,165.701
2015,13,3,3,classified,Finished,15,3,61,5,48,1:50.341,165.251
2015,13,4,4,classified,Finished,12,6,61,7,50,1:50.934,164.368
2015,13,5,5,classified,Finished,10,7,61,10,49,1:51.342,163.765
2015,13,6,6,classified,Finished,8,4,61,8,36,1:51.109,164.109
2015,13,7,7,classified,Finished,6,13,61,12,44,1:51.970,162.847
2015,13,8,8,classified,Finished,4,8,61,4,43,1:50.298,165.315
2015,13,9,9,classified,Finished,2,14,61,6,43,1:50.401,165.161
2015,13,10,10,classified,Finished,1,16,61,15,36,1:52.566,161.984
2015,13,11,11,classified,Finished,0,17,61,11,30,1:51.594,163.395
2015,13,12,12,classified,Finished,0,18,61,3,57,1:50.175,165.500
2015,13,13,13,classified,Tyre,0,10,59,13,28,1:52.353,162.292
2015,13,14,14,classified,+2 Laps,0,20,59,19,43,1:55.312,158.127
2015,13,15,15,classified,+2 Laps,0,19,59,20,45,1:55.890,157.338
2015,13,16,R,retired,Gearbox,0,15,52,9,43,1:51.167,164.023
2015,13,17,R,retired,Gearbox,0,12,33,16,27,1:53.325,160.900
2015,13,18,R,retired,Throttle,0,5,32,14,24,1:52.505,162.072
2015,13,19,R,retired,Gearbox,0,9,30,17,19,1:53.666,160.417
2015,13,20,R,retired,Collision,0,11,12,18,6,1:53.868,160.132
2015,14,1,1,classified,Finished,25,2,53,1,33,1:36.145,217.434
2015,14,2,2,classified,Finished,18,1,53,2,31,1:37.147,215.191
2015,14,3,3,classified,Finished,15,4,53,3,32,1:37.906,213.523
2015,14,4,4,classified,Finished,12,6,53,4,32,1:38.035,213.242
2015,14,5,5,classified,Finished,10,3,53,8,41,1:38.241,212.795
2015,14,6,6,classified,Finished,8,13,53,9,43,1:38.331,212.600
2015,14,7,7,classified,Finished,6,8,53,6,35,1:38.167,212.955
2015,14,8,8,classified,Finished,4,11,53,5,39,1:38.136,213.022
2015,14,9,9,classified,Finished,2,17,53,7,32,1:38.237,212.803
2015,14,10,10,classified,+1 Lap,1,10,52,13,16,1:38.686,211.835
2015,14,11,11,classified,+1 Lap,0,12,52,16,45,1:39.614,209.862
2015,14,12,12,classified,+1 Lap,0,9,52,11,50,1:38.591,212.039
2015,14,13,13,classified,+1 Lap,0,20,52,10,36,1:38.366,212.524
2015,14,14,14,classified,+1 Lap,0,15,52,15,28,1:39.343,210.434
2015,14,15,15,classified,+1 Lap,0,7,52,14,32,1:38.898,211.381
2015,14,16,16,classified,+1 Lap,0,14,52,18,31,1:40.121,208.799
2015,14,17,17,classified,+2 Laps,0,5,51,12,51,1:38.595,212.031
2015,14,18,18,classified,+2 Laps,0,19,51,20,35,1:41.467,206.029
2015,14,19,19,classified,+3 Laps,0,18,50,19,44,1:41.452,206.060
2015,14,20,R,retired,Retired,0,16,49,17,39,1:40.088,208.868
2015,15,1,1,classified,Finished,25,2,53,3,44,1:40.573,209.328
2015,15,2,2,classified,Finished,18,4,53,1,51,1:40.071,210.378
2015,15,3,3,classified,Finished,15,7,53,9,48,1:41.772,206.862
2015,15,4,4,classified,Finished,12,15,53,4,48,1:40.881,208.689
2015,15,5,5,classified,Finished,10,11,53,,,,
2015,15,6,6,classified,Finished,8,12,53,6,52,1:41.372,207.678
2015,15,7,7,classified,Finished,6,14,53,7,52,1:41.507,207.402
2015,15,8,8,classified,Finished,4,5,53,2,48,1:40.294,209.910
2015,15,9,9,classified,Finished,2,13,53,13,53,1:43.068,204.261
2015,15,10,10,classified,Finished,1,9,53,15,45,1:43.265,203.871
2015,15,11,11,classified,Finished,0,19,53,12,29,1:42.639,205.115
2015,15,12,12,classified,Collision,0,3,52,5,45,1:41.134,208.167
2015,15,13,13,classified,+1 Lap,0,18,52,17,50,1:45.049,200.409
2015,15,14,14,classified,+2 Laps,0,17,51,16,50,1:44.926,200.644
2015,15,15,15,classified,Suspension,0,10,47,10,43,1:41.888,206.626
2015,15,16,R,retired,Brakes,0,20,45,11,44,1:42.258,205.879
2015,15,17,R,retired,Accident,0,8,11,18,7,1:45.266,199.996
2015,15,18,R,retired,Throttle,0,1,7,14,6,1:43.133,204.132
2015,15,19,R,retired,Collision,0,6,0,,,,
2015,15,20,R,retired,Collision,0,17,0,,,,
2015,16,1,1,classified,Finished,25,2,56,2,48,1:40.738,197.014
2015,16,2,2,classified,Finished,18,1,56,1,49,1:40.666,197.154
2015,16,3,3,classified,Finished,15,13,56,3,52,1:41.330,195.863
2015,16,4,4,classified,Finished,12,8,56,9,51,1:43.172,192.366
2015,16,5,5,classified,Finished,10,5,56,7,54,1:43.010,192.668
2015,16,6,6,classified,Finished,8,11,56,8,50,1:43.026,192.638
2015,16,7,7,classified,Finished,6,20,56,5,51,1:42.660,193.325
2015,16,8,8,classified,Finished,4,12,56,6,51,1:42.849,192.970
2015,16,9,9,classified,Finished,2,15,56,12,54,1:44.407,190.090
2015,16,10,10,classified,Finished,1,3,56,4,53,1:41.980,194.614
2015,16,11,11,classified,Finished,0,9,56,11,55,1:44.323,190.243
2015,16,12,12,classified,Finished,0,17,56,16,50,1:48.173,183.472
2015,16,13,R,retired,Accident,0,4,41,10,41,1:43.728,191.335
2015,16,14,R,retired,Accident,0,6,35,13,24,1:45.095,188.846
2015,16,15,R,retired,Retired,0,14,25,15,24,1:47.381,184.825
2015,16,16,R,retired,Brake duct,0,18,25,14,24,1:46.186,186.905
2015,16,17,R,retired,Retired,0,7,23,17,22,1:48.231,183.374
2015,16,18,R,retired,Retired,0,10,10,18,8,1:59.612,165.926
2015,16,19,R,retired,Retired,0,16,5,19,3,2:31.939,130.623
2015,16,20,R,retired,Retired,0,19,1,,,,
2015,17,1,1,classified,Finished,25,1,71,1,67,1:20.521,192.426
2015,17,2,2,classified,Finished,18,2,71,2,67,1:20.723,191.945
2015,17,3,3,classified,Finished,15,6,71,4,68,1:21.585,189.917
2015,17,4,4,classified,Finished,12,4,71,3,69,1:21.549,190.001
2015,17,5,5,classified,Finished,10,5,71,5,70,1:21.625,189.824
2015,17,6,6,classified,Finished,8,7,71,7,71,1:22.009,188.935
2015,17,7,7,classified,Finished,6,10,71,9,69,1:22.391,188.059
2015,17,8,8,classified,Finished,4,9,71,12,51,1:22.757,187.227
2015,17,9,9,classified,Finished,2,8,71,10,70,1:22.603,187.576
2015,17,10,10,classified,Finished,1,12,71,13,69,1:22.893,186.920
2015,17,11,11,classified,Finished,0,13,71,14,70,1:22.963,186.762
2015,17,12,12,classified,Finished,0,14,71,11,62,1:22.716,187.320
2015,17,13,13,classified,Finished,0,11,71,8,46,1:22.172,188.560
2015,17,14,14,classified,Finished,0,20,71,15,49,1:23.006,186.666
2015,17,15,15,classified,+2 Laps,0,16,69,18,69,1:25.005,182.276
2015,17,16,16,classified,+2 Laps,0,17,69,19,67,1:25.540,181.136
2015,17,17,R,retired,Brakes,0,15,57,16,48,1:23.350,185.895
2015,17,18,R,retired,Accident,0,3,50,6,48,1:21.847,189.309
2015,17,19,R,retired,Collision,0,19,21,17,20,1:24.054,184.338
2015,17,20,R,retired,Retired,0,18,1,,,,
2015,18,1,1,classified,Finished,25,1,71,2,57,1:14.957,206.950
2015,18,2,2,classified,Finished,18,2,71,1,51,1:14.832,207.296
2015,18,3,3,classified,Finished,15,3,71,3,57,1:15.046,206.705
2015,18,4,4,classified,Finished,12,4,71,4,48,1:15.416,205.691
2015,18,5,5,classified,+1 Lap,10,7,70,10,61,1:16.039,204.005
2015,18,6,6,classified,+1 Lap,8,5,70,16,66,1:16.774,202.052
2015,18,7,7,classified,+1 Lap,6,6,70,14,41,1:16.500,202.776
2015,18,8,8,classified,+1 Lap,4,14,70,5,57,1:15.739,204.813
2015,18,9,9,classified,+1 Lap,2,9,70,9,56,1:15.972,204.185
2015,18,10,10,classified,+1 Lap,1,15,70,13,63,1:16.354,203.164
2015,18,11,11,classified,+1 Lap,0,19,70,11,56,1:16.313,203.273
2015,18,12,12,classified,+1 Lap,0,11,70,8,53,1:15.970,204.191
2015,18,13,13,classified,+1 Lap,0,13,70,17,41,1:16.794,202.000
2015,18,14,14,classified,+1 Lap,0,16,70,12,53,1:16.321,203.252
2015,18,15,15,classified,+1 Lap,0,20,70,15,54,1:16.519,202.726
2015,18,16,16,classified,+2 Laps,0,12,69,7,57,1:15.789,204.678
2015,18,17,17,classified,+4 Laps,0,18,67,19,42,1:19.098,196.116
2015,18,18,18,classified,+4 Laps,0,17,67,18,43,1:18.617,197.316
2015,18,19,R,retired,Retired,0,10,0,,,,
2015,18,20,D,disqualified,Excluded,0,8,70,6,57,1:15.743,204.803
2015,19,1,1,classified,Finished,25,1,55,5,37,1:45.356,189.779
2015,19,2,2,classified,Finished,18,2,55,1,44,1:44.517,191.302
2015,19,3,3,classified,Finished,15,3,55,4,47,1:44.942,190.528
2015,19,4,4,classified,Finished,12,15,55,2,48,1:44.550,191.242
2015,19,5,5,classified,Finished,10,4,55,8,30,1:45.892,188.818
2015,19,6,6,classified,Finished,8,5,55,9,46,1:46.305,188.085
2015,19,7,7,classified,Finished,6,7,55,16,29,1:47.064,186.751
2015,19,8,8,classified,Finished,4,8,55,14,33,1:46.984,186.891
2015,19,9,9,classified,Finished,2,18,55,7,47,1:45.859,188.877
2015,19,10,10,classified,Finished,1,9,55,13,27,1:46.882,187.069
2015,19,11,11,classified,Finished,0,10,55,15,38,1:46.998,186.867
2015,19,12,12,classified,+1 Lap,0,12,54,17,29,1:47.509,185.978
2015,19,13,13,classified,+1 Lap,0,6,54,11,45,1:46.464,187.804
2015,19,14,14,classified,+1 Lap,0,17,54,12,48,1:46.517,187.710
2015,19,15,15,classified,+1 Lap,0,14,54,10,46,1:46.424,187.874
2015,19,16,16,classified,+1 Lap,0,11,54,6,40,1:45.746,189.079
2015,19,17,17,classified,+2 Laps,0,16,53,3,52,1:44.796,190.793
2015,19,18,18,classified,+2 Laps,0,19,53,18,53,1:49.610,182.414
2015,19,19,19,classified,+3 Laps,0,20,52,19,26,1:51.213,179.784
2015,19,20,R,retired,Collision,0,13,0,,,,
2016,1,1,1,classified,Finished,25,2,57,3,21,1:30.557,210.815
2016,1,2,2,classified,Finished,18,1,57,4,48,1:30.646,210.608
2016,1,3,3,classified,Finished,15,3,57,2,23,1:29.951,212.235
2016,1,4,4,classified,Finished,12,8,57,1,49,1:28.997,214.510
2016,1,5,5,classified,Finished,10,6,57,9,39,1:32.288,206.861
2016,1,6,6,classified,Finished,8,19,57,17,48,1:32.862,205.582
2016,1,7,7,classified,Finished,6,10,57,16,49,1:32.833,205.646
2016,1,8,8,classified,Finished,4,16,57,14,51,1:32.725,205.886
2016,1,9,9,classified,Finished,2,7,57,7,23,1:31.671,208.253
2016,1,10,10,classified,Finished,1,5,57,6,44,1:31.516,208.606
2016,1,11,11,classified,Finished,0,13,57,18,14,1:32.955,205.376
2016,1,12,12,classified,Finished,0,14,57,10,45,1:32.452,206.494
2016,1,13,13,classified,Finished,0,9,57,15,39,1:32.780,205.764
2016,1,14,14,classified,+1 Lap,0,12,56,8,33,1:31.684,208.223
2016,1,15,15,classified,+1 Lap,0,17,56,13,48,1:32.711,205.917
2016,1,16,16,classified,+1 Lap,0,21,56,12,34,1:32.673,206.001
2016,1,17,R,retired,Engine,0,15,38,21,15,1:33.892,203.327
2016,1,18,R,retired,Engine,0,4,21,5,21,1:30.701,210.480
2016,1,19,R,retired,Mechanical,0,22,17,20,15,1:33.847,203.424
2016,1,20,R,retired,Collision,0,20,16,19,4,1:32.998,205.281
2016,1,21,R,retired,Collision,0,11,16,11,14,1:32.553,206.268
2016,1,22,W,withdrawn,Retired,0,18,0,,,,
2016,2,1,1,classified,Finished,25,2,57,1,41,1:34.482,206.210
2016,2,2,2,classified,Finished,18,4,57,3,39,1:35.158,204.745
2016,2,3,3,classified,Finished,15,1,57,2,43,1:34.677,205.785
2016,2,4,4,classified,Finished,12,5,57,9,44,1:36.064,202.814
2016,2,5,5,classified,Finished,10,9,57,11,42,1:36.095,202.749
2016,2,6,6,classified,Finished,8,10,57,7,49,1:35.504,204.004
2016,2,7,7,classified,+1 Lap,6,15,56,8,36,1:35.678,203.633
2016,2,8,8,classified,+1 Lap,4,7,56,16,31,1:37.560,199.704
2016,2,9,9,classified,+1 Lap,2,6,56,15,37,1:37.077,200.698
2016,2,10,10,classified,+1 Lap,1,12,56,12,44,1:36.121,202.694
2016,2,11,11,classified,+1 Lap,0,22,56,14,40,1:36.730,201.418
2016,2,12,12,classified,+1 Lap,0,17,56,17,32,1:38.003,198.802
2016,2,13,13,classified,+1 Lap,0,16,56,6,43,1:35.448,204.123
2016,2,14,14,classified,+1 Lap,0,21,56,5,49,1:35.360,204.312
2016,2,15,15,classified,+1 Lap,0,8,56,4,53,1:35.188,204.681
2016,2,16,16,classified,+1 Lap,0,18,56,10,39,1:36.067,202.808
2016,2,17,17,classified,+1 Lap,0,20,56,13,47,1:36.685,201.512
2016,2,18,R,retired,Retired,0,11,29,18,22,1:38.408,197.983
2016,2,19,R,retired,Retired,0,13,9,19,2,1:39.341,196.124
2016,2,20,R,retired,Power Unit,0,14,6,20,3,1:39.427,195.954
2016,2,21,W,withdrawn,Engine,0,3,0,,,,
2016,2,22,W,withdrawn,Hydraulics,0,19,0,,,,
2016,3,1,1,classified,Finished,25,1,56,6,38,1:40.418,195.419
2016,3,2,2,classified,Finished,18,4,56,9,37,1:40.610,195.046
2016,3,3,3,classified,Finished,15,6,56,14,38,1:41.546,193.248
2016,3,4,4,classified,Finished,12,2,56,11,55,1:41.015,194.264
2016,3,5,5,classified,Finished,10,3,56,8,40,1:40.593,195.079
2016,3,6,6,classified,Finished,8,10,56,16,34,1:41.815,192.737
2016,3,7,7,classified,Finished,6,22,56,10,32,1:40.662,194.945
2016,3,8,8,classified,Finished,4,9,56,5,41,1:40.399,195.456
2016,3,9,9,classified,Finished,2,8,56,12,35,1:41.485,193.364
2016,3,10,10,classified,Finished,1,5,56,15,23,1:41.558,193.225
2016,3,11,11,classified,Finished,0,7,56,17,30,1:41.846,192.679
2016,3,12,12,classified,Finished,0,11,56,19,36,1:42.226,191.962
2016,3,13,13,classified,Finished,0,12,56,3,46,1:40.298,195.652
2016,3,14,14,classified,+1 Lap,0,18,55,4,45,1:40.368,195.516
2016,3,15,15,classified,+1 Lap,0,13,55,1,48,1:39.824,196.581
2016,3,16,16,classified,+1 Lap,0,15,55,22,41,1:43.269,190.024
2016,3,17,17,classified,+1 Lap,0,17,55,21,22,1:42.311,191.803
2016,3,18,18,classified,+1 Lap,0,21,55,13,48,1:41.489,193.356
2016,3,19,19,classified,+1 Lap,0,14,55,2,47,1:39.923,196.387
2016,3,20,20,classified,+1 Lap,0,16,55,7,42,1:40.582,195.100
2016,3,21,21,classified,+1 Lap,0,20,55,18,42,1:42.009,192.371
2016,3,22,22,classified,+1 Lap,0,19,55,20,26,1:42.232,191.951
2016,4,1,1,classified,Finished,25,1,53,1,52,1:39.094,212.452
2016,4,2,2,classified,Finished,18,10,53,4,36,1:40.266,209.969
2016,4,3,3,classified,Finished,15,3,53,3,47,1:40.101,210.315
2016,4,4,4,classified,Finished,12,2,53,6,37,1:41.159,208.115
2016,4,5,5,classified,Finished,10,4,53,2,52,1:39.743,211.070
2016,4,6,6,classified,+1 Lap,8,14,52,5,52,1:40.347,209.799
2016,4,7,7,classified,+1 Lap,6,17,52,9,50,1:41.832,206.740
2016,4,8,8,classified,+1 Lap,4,15,52,12,51,1:42.026,206.347
2016,4,9,9,classified,+1 Lap,2,6,52,10,47,1:41.897,206.608
2016,4,10,10,classified,+1 Lap,1,12,52,8,50,1:41.720,206.968
2016,4,11,11,classified,+1 Lap,0,5,52,7,46,1:41.179,208.074
2016,4,12,12,classified,+1 Lap,0,11,52,15,41,1:42.205,205.986
2016,4,13,13,classified,+1 Lap,0,18,52,19,37,1:42.660,205.073
2016,4,14,14,classified,+1 Lap,0,22,52,14,45,1:42.050,206.298
2016,4,15,15,classified,+1 Lap,0,8,52,17,44,1:42.344,205.706
2016,4,16,16,classified,+1 Lap,0,19,52,16,50,1:42.253,205.889
2016,4,17,17,classified,+1 Lap,0,16,52,18,52,1:42.378,205.637
2016,4,18,18,classified,+2 Laps,0,20,51,11,43,1:41.907,206.588
2016,4,19,R,retired,Power Unit,0,9,33,13,32,1:42.029,206.341
2016,4,20,R,retired,Collision,0,7,0,,,,
2016,4,21,R,retired,Collision,0,13,0,,,,
2016,4,22,R,retired,Collision,0,21,0,,,,
2016,5,1,1,classified,Finished,25,4,66,6,36,1:28.816,188.682
2016,5,2,2,classified,Finished,18,5,66,4,38,1:28.538,189.274
2016,5,3,3,classified,Finished,15,6,66,2,39,1:27.974,190.488
2016,5,4,4,classified,Finished,12,3,66,3,46,1:28.209,189.980
2016,5,5,5,classified,Finished,10,7,66,8,60,1:29.081,188.120
2016,5,6,6,classified,Finished,8,8,66,11,42,1:29.663,186.899
2016,5,7,7,classified,Finished,6,9,66,15,37,1:29.801,186.612
2016,5,8,8,classified,Finished,4,18,66,9,43,1:29.238,187.789
2016,5,9,9,classified,+1 Lap,2,12,65,18,39,1:30.260,185.663
2016,5,10,10,classified,+1 Lap,1,13,65,1,53,1:26.948,192.735
2016,5,11,11,classified,+1 Lap,0,16,65,17,34,1:30.139,185.912
2016,5,12,12,classified,+1 Lap,0,19,65,12,42,1:29.715,186.791
2016,5,13,13,classified,+1 Lap,0,17,65,14,35,1:29.779,186.658
2016,5,14,14,classified,+1 Lap,0,15,65,5,57,1:28.716,188.894
2016,5,15,15,classified,+1 Lap,0,20,65,16,38,1:29.905,186.396
2016,5,16,16,classified,+1 Lap,0,21,65,19,37,1:31.182,183.786
2016,5,17,17,classified,+1 Lap,0,22,65,10,52,1:29.402,187.445
2016,5,18,R,retired,Engine,0,14,56,7,41,1:28.974,188.347
2016,5,19,R,retired,Engine,0,10,45,13,41,1:29.750,186.718
2016,5,20,R,retired,Engine,0,11,20,20,8,1:31.810,182.529
2016,5,21,R,retired,Collision,0,1,0,,,,
2016,5,22,R,retired,Collision,0,2,0,,,,
2016,6,1,1,classified,Finished,25,3,78,1,71,1:17.939,154.135
2016,6,2,2,classified,Finished,18,1,78,3,67,1:18.294,153.437
2016,6,3,3,classified,Finished,15,7,78,4,64,1:18.446,153.139
2016,6,4,4,classified,Finished,12,4,78,2,62,1:18.005,154.005
2016,6,5,5,classified,Finished,10,9,78,8,72,1:19.170,151.739
2016,6,6,6,classified,Finished,8,5,78,11,74,1:19.232,151.620
2016,6,7,7,classified,Finished,6,2,78,6,74,1:18.763,152.523
2016,6,8,8,classified,+1 Lap,4,6,77,5,70,1:18.519,152.997
2016,6,9,9,classified,+1 Lap,2,13,77,12,66,1:19.670,150.786
2016,6,10,10,classified,+1 Lap,1,14,77,9,69,1:19.213,151.656
2016,6,11,11,classified,+1 Lap,0,12,77,7,69,1:19.131,151.814
2016,6,12,12,classified,+1 Lap,0,10,77,10,66,1:19.223,151.637
2016,6,13,13,classified,+2 Laps,0,15,76,14,65,1:20.219,149.755
2016,6,14,14,classified,+2 Laps,0,20,76,15,60,1:20.372,149.469
2016,6,15,15,classified,+4 Laps,0,19,74,13,70,1:19.868,150.413
2016,6,16,R,retired,Collision,0,17,51,16,51,1:21.342,147.687
2016,6,17,R,retired,Retired,0,0,48,17,46,1:21.889,146.701
2016,6,18,R,retired,Accident,0,0,34,18,34,1:26.563,138.779
2016,6,19,R,retired,Retired,0,16,32,19,27,1:29.802,133.774
2016,6,20,R,retired,Accident,0,8,18,20,14,1:37.895,122.715
2016,6,21,R,retired,Accident,0,11,10,21,10,1:47.149,112.116
2016,6,22,R,retired,Accident,0,18,7,22,2,1:58.474,101.399
2016,7,1,1,classified,Finished,25,1,70,2,68,1:15.981,206.625
2016,7,2,2,classified,Finished,18,3,70,3,70,1:16.297,205.769
2016,7,3,3,classified,Finished,15,7,70,10,68,1:16.938,204.055
2016,7,4,4,classified,Finished,12,5,70,4,49,1:16.319,205.710
2016,7,5,5,classified,Finished,10,2,70,1,60,1:15.599,207.669
2016,7,6,6,classified,Finished,8,6,70,9,44,1:16.919,204.105
2016,7,7,7,classified,Finished,6,4,70,5,51,1:16.506,205.207
2016,7,8,8,classified,+1 Lap,4,9,69,8,68,1:16.604,204.944
2016,7,9,9,classified,+1 Lap,2,20,69,7,54,1:16.578,205.014
2016,7,10,10,classified,+1 Lap,1,11,69,6,54,1:16.559,205.065
2016,7,11,11,classified,+1 Lap,0,10,69,13,67,1:17.307,203.081
2016,7,12,12,classified,+1 Lap,0,15,69,11,50,1:16.942,204.044
2016,7,13,13,classified,+2 Laps,0,13,68,15,48,1:17.728,201.981
2016,7,14,14,classified,+2 Laps,0,14,68,12,50,1:17.281,203.149
2016,7,15,15,classified,+2 Laps,0,21,68,17,63,1:18.100,201.019
2016,7,16,16,classified,+2 Laps,0,22,68,18,42,1:18.224,200.700
2016,7,17,17,classified,+2 Laps,0,17,68,19,48,1:18.282,200.551
2016,7,18,18,classified,+2 Laps,0,18,68,16,66,1:17.883,201.579
